Location,LocationName,Postcode,AddressLine,HB,HSCP,HSCPQF,CA,CAQF,IntZone,IntZoneQF,DataZone,DataZoneQF,XCoordinate,YCoordinate,BasedOnPostcode,longitude,latitude,hbt,mean.x,mean.y,mean_diff
S114H,Royal Victoria Hospital,EH4 2DN,"13 Craigleith Road, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001663,NA,S01008887,NA,323113,674643,NA,-3.2330599031070295,55.958627052048826,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S116H,Western General Hospital,EH4 2XU,"Crewe Road South, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001663,NA,S01008890,NA,323004,674999,NA,-3.234907125328908,55.96180739509553,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S201H,Astley Ainslie Hospital,EH9 2HL,"Grange Loan, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001615,NA,S01008624,NA,325280,671364,NA,-3.197450703698895,55.929514842736694,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S203H,Chalmers Hospital,EH3 9HQ,"55 Lauriston Place, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001621,NA,S01008667,NA,325251,673042,NA,-3.1983801158784946,55.94458347388427,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S206H,Edinburgh Dental Institute,EH3 9HA,"4th Floor, Lauriston Building, Lauriston Place, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001621,NA,S01008667,NA,325251,672987,Yes,-3.198364854744272,55.94408942034695,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S209H,Liberton Hospital,EH16 6UB,"Lasswade Road, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001606,NA,S01008575,NA,327952,669029,NA,-3.1540724104550706,55.9089478669739,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S217H,Royal Edinburgh Hospital,EH10 5HF,"23 Tipperlinn Road, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001616,NA,S01008632,NA,324125,671126,NA,-3.2158645807244097,55.92719588032576,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S232H,Cambridge Street Day Centre,EH1 2DY,"5/7 Cambridge Street, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001620,NA,S01008660,NA,324822,673413,NA,-3.2053506609249434,55.947849086893406,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S234H,William Fraser Centre,EH10 5HF,"Tipperlinn Road, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001616,NA,S01008632,NA,324124,671127,Yes,-3.2158808618266046,55.927204705129064,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S235H,The Islay Centre,EH10 5HF,"Tipperlinn Road, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001616,NA,S01008632,NA,324124,671127,Yes,-3.2158808618266046,55.927204705129064,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S240H,Glencorse Day Centre,EH26 0QZ,"Milton Mill, Milton Bridge, Penicuik",S08000024,S37000018,NA,S12000019,NA,S02002056,NA,S01010956,NA,325521,662255,Yes,-3.19108495307851,55.847727100738794,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S241H,Bonnyrigg Day Centre,EH22 4RT,"Old Library, Bonnyrigg",S08000024,S37000018,NA,S12000019,NA,S02002070,NA,S01011032,NA,333603,664899,Yes,-3.0626811568914243,55.87266080788892,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S243H,Ballenden House,EH8 9HL,"28/32 Howden Street, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001623,NA,S01008681,NA,326256,673008,NA,-3.1822836672536416,55.9444335013024,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S305H,St Michael's Hospital,EH49 6QS,"Edinburgh Road, Linlithgow",S08000024,S37000030,NA,S12000040,NA,S02002507,NA,S01013441,NA,301041,676913,NA,-3.5872815915866467,55.974971052855025,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S306H,Tippethill Hospital,EH48 3BQ,"Bathgate, West Lothian",S08000024,S37000030,NA,S12000040,NA,S02002499,NA,S01013380,NA,294512,666131,NA,-3.68763670012217,55.87674798031835,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S307H,Whitburn Day Hospital,EH47 0SD,"1 Weavers Lane, Whitburn",S08000024,S37000030,NA,S12000040,NA,S02002498,NA,S01013376,NA,294398,665053,Yes,-3.68903748448221,55.86704151969878,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S308H,St John's Hospital,EH54 6PP,"Howden West, Livingston, West Lothian",S08000024,S37000030,NA,S12000040,NA,S02002488,NA,S01013309,NA,305077,667692,NA,-3.5193896478254487,55.89296735563805,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S309H,Inchkeith House,EH6 8NP,"137 Leith Walk, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001644,NA,S01008796,NA,326855,675636,NA,-3.1734095363732377,55.96813209548824,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S310H,Ferryfield House,EH5 2HF,"100 Pilton Drive, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001667,NA,S01008911,NA,323303,676130,Yes,-3.230441407577843,55.972014668982624,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S311H,Bathgate House Day Hospital,EH48 4PJ,"15 North Bridge Street, Bathgate",S08000024,S37000030,NA,S12000040,NA,S02002504,NA,S01013414,NA,297352,668862,NA,-3.643301465964872,55.90188932679425,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S312H,Learning Disabilities Service Healthcare Houses,EH10 5EZ,Lothian,S08000024,S37000012,NA,S12000036,NA,S02001616,NA,S01008632,NA,324295,671309,Yes,-3.2131959932246126,55.92886654886312,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S313H,Ellen's Glen House,EH16 6FF,"72 Carnbee Avenue, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001606,NA,S01008574,NA,328227,669094,Yes,-3.1496917205657495,55.90957290538581,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S314H,Royal Infirmary of Edinburgh at Little France,EH16 4SA,"51 Little France Crescent, Old Dalkeith Road, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001627,NA,S01008704,NA,327699,669148,NA,-3.1581504026102967,55.90997885008648,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S315H,Findlay House,EH6 7LG,"Seafield Street, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001640,NA,S01008768,NA,328660,675606,NA,-3.144490840487547,55.96813450517017,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S316H,Princess Alexandra Eye Pavilion,EH3 9HA,"45 Chalmers Street, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001621,NA,S01008667,NA,325252,672986,NA,-3.198348570454369,55.9440805932664,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S317H,Whitburn House,EH47 0DD,"12/14 The Avenue, Whitburn, Bathgate, West Lothian",S08000024,S37000030,NA,S12000040,NA,S02002498,NA,S01013374,NA,294519,664643,NA,-3.686945253028032,55.86338583242336,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S318H,Midlothian Community Hospital,EH22 3ND,"70 Eskbank Road, Dalkeith, Midlothian",S08000024,S37000018,NA,S12000019,NA,S02002063,NA,S01010996,NA,331897,665770,Yes,-3.090159003312202,55.88024680225072,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S319H,Royal Hospital for Children and Young People,EH16 4TJ,"50 Little France Crescent, Edinburgh",S08000024,S37000012,NA,S12000036,NA,S02001604,NA,S01008568,NA,NA,NA,NA,-3.1385988,55.9218962,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
S320H,East Lothian Community Hospital,EH41 3PF,"Alderson Road, Haddington",S08000024,S37000010,NA,S12000010,NA,S02001548,NA,S01008252,NA,350336,674073,Yes,-2.796990053852537,55.95709778807319,S08000024,312.6666666666667,270.29411764705884,-42.372549019607845
T101H,Ninewells Hospital,DD1 9SY,Dundee,S08000030,S37000007,NA,S12000042,NA,S02001446,NA,S01007694,NA,339005.12,730389.6,NA,-2.9914097371952924,56.46168490165827,S08000030,93,141.52941176470588,48.529411764705884
T104H,Kings Cross Hospital,DD3 8EA,"Clepington Road, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001468,NA,S01007825,NA,339391,732165,NA,-2.985562025518774,56.47768256968291,S08000030,93,141.52941176470588,48.529411764705884
T107H,Royal Victoria Hospital,DD2 1SP,"Jedburgh Road, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001445,NA,S01007684,NA,337629,730504,NA,-3.0137645175166496,56.46253215711228,S08000030,93,141.52941176470588,48.529411764705884
T113H,Dundee Dental Hospital,DD1 4HR,"2 Park Place, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001446,NA,S01007691,NA,339742,730011,NA,-2.979366284827267,56.458378979498534,S08000030,93,141.52941176470588,48.529411764705884
T115H,Strathmartine Hospital,DD3 0PG,"Strathmartine, Dundee",S08000030,S37000003,NA,S12000041,NA,S02001344,NA,S01007133,NA,338323,735165,NA,-3.003609002060903,56.504491479882034,S08000030,93,141.52941176470588,48.529411764705884
T116H,Armitstead Child Development Centre,DD3 8EA,"Kings Cross Hospital, Clepington Road, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001468,NA,S01007825,NA,339322,732161,Yes,-2.986681089466478,56.477637742715665,S08000030,93,141.52941176470588,48.529411764705884
T120H,Hawkhill Day Hospital,DD1 5LB,"Peddie Street, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001446,NA,S01007693,NA,338960,729885,NA,-2.9920236155507154,56.457146403020495,S08000030,93,141.52941176470588,48.529411764705884
T121H,Dundonald Centre,DD3 7PY,"Unit 9a Manhattan Works, Dundonald Street, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001452,NA,S01007726,NA,340847,731565,Yes,-2.961791990246044,56.4724783120415,S08000030,93,141.52941176470588,48.529411764705884
T122H,Dudhope House (Young Persons Unit),DD3 6HH,"15 Dudhope Terrace, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001447,NA,S01007700,NA,339328,730688,NA,-2.9862404974333816,56.46440706470626,S08000030,93,141.52941176470588,48.529411764705884
T123H,Royal Victoria Day Hospital,DD2 1SP,"Royal Victoria Hospital, Jedburgh Road, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001445,NA,S01007684,NA,337628,730505,Yes,-3.013780982131122,56.4625410071813,S08000030,93,141.52941176470588,48.529411764705884
T202H,Perth Royal Infirmary,PH1 1NX,"Taymount Terrace, Perth",S08000030,S37000033,NA,S12000048,NA,S02002231,NA,S01011898,NA,310411,723623,NA,-3.452965269968983,56.396340658473946,S08000030,93,141.52941176470588,48.529411764705884
T205H,St Margaret's Hospital,PH3 1JH,"Western Road, Auchterarder",S08000030,S37000033,NA,S12000048,NA,S02002223,NA,S01011854,NA,293688,712587,NA,-3.719289962169411,56.29376706426126,S08000030,93,141.52941176470588,48.529411764705884
T207H,Aberfeldy Cottage Hospital,PH15 2DH,"Old Crieff Road, Aberfeldy",S08000030,S37000033,NA,S12000048,NA,S02002253,NA,S01012015,NA,285932,748951,NA,-3.86043203969945,56.61848800669605,S08000030,93,141.52941176470588,48.529411764705884
T209H,Blairgowrie & Rattray Cottage Hospital,PH10 6EE,"Perth Road, Blairgowrie",S08000030,S37000033,NA,S12000048,NA,S02002249,NA,S01011991,NA,317409,744585.83,NA,-3.34628633703125,56.58589430743549,S08000030,93,141.52941176470588,48.529411764705884
T215H,Murray Royal Hospital,PH2 7BH,"Muirhall Road, Perth",S08000030,S37000033,NA,S12000048,NA,S02002240,NA,S01011945,NA,312939.65,724017.75,NA,-3.412145969785142,56.40035915122203,S08000030,93,141.52941176470588,48.529411764705884
T221H,Scone Day Hospital,PH2 6LE,"Birch Avenue, Scone",S08000030,S37000033,NA,S12000048,NA,S02002241,NA,S01011950,NA,313174,726281,Yes,-3.409101611068179,56.42072937857727,S08000030,93,141.52941176470588,48.529411764705884
T304H,Arbroath Infirmary,DD11 2AT,"Rosemount Road, Arbroath",S08000030,S37000003,NA,S12000041,NA,S02001352,NA,S01007181,NA,363406,740444,NA,-2.5968892533069545,56.55453921049834,S08000030,93,141.52941176470588,48.529411764705884
T305H,Brechin Infirmary,DD9 7AN,"Infirmary Street, Brechin",S08000030,S37000003,NA,S12000041,NA,S02001361,NA,S01007234,NA,360207,760462,NA,-2.652020953405975,56.734103235391494,S08000030,93,141.52941176470588,48.529411764705884
T309H,Little Cairnie Hospital,DD11 3RA,"Forfar Road, Arbroath",S08000030,S37000003,NA,S12000041,NA,S02001351,NA,S01007174,NA,362737,741929,NA,-2.607985344375301,56.56782674445887,S08000030,93,141.52941176470588,48.529411764705884
T310H,Montrose Royal Infirmary,DD10 8AJ,"Bridge Street, Montrose",S08000030,S37000003,NA,S12000041,NA,S02001357,NA,S01007208,NA,371045,757440,NA,-2.474542630796849,56.707756606653874,S08000030,93,141.52941176470588,48.529411764705884
T312H,Stracathro Hospital,DD9 7QA,By Brechin,S08000030,S37000003,NA,S12000041,NA,S02001359,NA,S01007225,NA,362591,764986,NA,-2.613720373467968,56.77494037660813,S08000030,93,141.52941176470588,48.529411764705884
T313H,Whitehills Hospital,DD8 3DY,By Forfar,S08000030,S37000003,NA,S12000041,NA,S02001364,NA,S01007252,NA,346655,751499,Yes,-2.87163643847979,56.65223639074636,S08000030,93,141.52941176470588,48.529411764705884
T314H,Gowanlea,DD11 5DX,"Seaton Road, Arbroath",S08000030,S37000003,NA,S12000041,NA,S02001353,NA,S01007189,NA,364826,741428,NA,-2.5739249595940183,56.56348767872194,S08000030,93,141.52941176470588,48.529411764705884
T316H,Crieff Community Hospital,PH7 3HR,"King Street, Crieff",S08000030,S37000033,NA,S12000048,NA,S02002226,NA,S01011870,NA,286317.24,721263.23,NA,-3.8420637298740847,56.36996551309909,S08000030,93,141.52941176470588,48.529411764705884
T317H,Carseview Centre,DD2 1NH,"4 Tom McDonald Avenue, Medipark, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001471,NA,S01007839,NA,335664,730633,NA,-3.0456786855342712,56.46342639912218,S08000030,93,141.52941176470588,48.529411764705884
T319H,Whitehills Health and Community Care Centre,DD8 3DY,By Forfar,S08000030,S37000003,NA,S12000041,NA,S02001364,NA,S01007252,NA,346619,751376,NA,-2.8721979847431163,56.65112740821091,S08000030,93,141.52941176470588,48.529411764705884
T320H,Pitlochry Community Hospital,PH16 5FG,"Ferry Road, Pitlochry, Perthshire",S08000030,S37000033,NA,S12000048,NA,S02002252,NA,S01012010,NA,293727,757986,NA,-3.7372042767439058,56.70145253109606,S08000030,93,141.52941176470588,48.529411764705884
T321H,Perth Dental Hospital,PH1 1RA,"Broxden Business Park, Perth",S08000030,S37000033,NA,S12000048,NA,S02002232,NA,S01011899,NA,308335.46,723095.85,NA,-3.486392443178242,56.39120785971141,S08000030,93,141.52941176470588,48.529411764705884
T322H,Kingsway Care Centre,DD2 3PT,"Kings Cross Road, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001468,NA,S01007826,NA,338477.08,732101.69,NA,-3.000381606056636,56.47699522714304,S08000030,93,141.52941176470588,48.529411764705884
T323H,Bluebell Intermediate Care Unit,DD2 5JB,"Riverside View Nursing Home, 60 Clovis Duveau Drive, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001475,NA,S01007869,NA,335404,730180,Yes,-3.049785008639655,56.45932171745461,S08000030,93,141.52941176470588,48.529411764705884
T324H,Dudhope Young Peoples Inpatient Unit,DD3 6HH,"17 Dudhope Terrace, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001447,NA,S01007700,NA,339112,730878,Yes,-2.989789756836964,56.46608587104092,S08000030,93,141.52941176470588,48.529411764705884
T325H,CAMHS Hospital Unit,DD3 6HH,"17 Dudhope Terrace, Dundee",S08000030,S37000007,NA,S12000042,NA,S02001447,NA,S01007700,NA,339389,730741,NA,-2.9852630320933753,56.46489100685132,S08000030,93,141.52941176470588,48.529411764705884
V102H,Falkirk Community Hospital,FK1 5QE,"Majors Loan, Falkirk",S08000019,S37000013,NA,S12000014,NA,S02001716,NA,S01009155,NA,288174,679767,NA,-3.7945404001070977,55.9977741634294,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V105H,Bo'ness Hospital,EH51 0DH,"Dean Road, Bo'ness",S08000019,S37000013,NA,S12000014,NA,S02001736,NA,S01009257,NA,299452,681026,NA,-3.614271462128408,56.01157996970821,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V106H,Bellsdyke Hospital,FK5 4SF,"Bellsdyke Road, Larbert",S08000019,S37000013,NA,S12000014,NA,S02001703,NA,S01009090,NA,286719,683947,NA,-3.819620733289113,56.03496944354773,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V201H,Stirling Community Hospital,FK8 2AU,"Livilands Gate, Stirling",S08000019,S37000005,NA,S12000030,NA,S02002447,NA,S01013060,NA,279698,692139,Yes,-3.935915505284115,56.10681624400569,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V214H,Lochview Hospital,FK5 4SE,"Stirling Road, Larbert",S08000019,S37000013,NA,S12000014,NA,S02001703,NA,S01009088,NA,285061,683211,Yes,-3.845898863815968,56.02796496522494,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V215H,Bungalows/Red Lodge,FK5 4AE,"Stirling Road, Larbert, Stirlingshire",S08000019,S37000013,NA,S12000014,NA,S02001704,NA,S01009095,NA,285487,682328,Yes,-3.8386901855130593,56.02013768515904,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V216H,Clackmannanshire Community Healthcare Centre,FK10 3JQ,"Hall Park Road, Sauchie",S08000019,S37000005,NA,S12000005,NA,S02001401,NA,S01007460,NA,289224,693873,NA,-3.783554932754797,56.124693297235176,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
V217H,Forth Valley Royal Hospital,FK5 4WR,"Stirling Road, Larbert",S08000019,S37000013,NA,S12000014,NA,S02001703,NA,S01009088,NA,284921,682898,NA,-3.848009671312537,56.02512061113521,S08000019,84.19047619047619,110.94117647058823,26.750700280112042
W106H,St Brendans Cot Hospital,HS9 5XE,"Horve, Isle of Barra",S08000028,S37000031,NA,S12000013,NA,S02001687,NA,S01009014,NA,65926,797989,NA,-7.497178133866845,56.95205793583473,S08000028,20.19047619047619,13.235294117647058,-6.955182072829132
W107H,Western Isles Hospital,HS1 2AF,"Macaulay Road, Stornoway, Isle of Lewis",S08000028,S37000031,NA,S12000013,NA,S02001694,NA,S01009045,NA,142692,934195,NA,-6.383596732532542,58.22111585437035,S08000028,20.19047619047619,13.235294117647058,-6.955182072829132
W108H,Uist & Barra Hospital,HS7 5LA,"Balivanich, Isle of Benbecula",S08000028,S37000031,NA,S12000013,NA,S02001688,NA,S01009020,NA,77740,855235,NA,-7.377976240546468,57.472432924095045,S08000028,20.19047619047619,13.235294117647058,-6.955182072829132
Y101H,Castle Douglas Community Hospital,DG7 1EE,"Academy Street, Castle Douglas",S08000017,S37000006,NA,S12000006,NA,S02001415,NA,S01007536,NA,276781,562189,NA,-3.92492802970915,54.93910141545364,S08000017,41,93.47058823529412,52.470588235294116
Y103H,Crichton Royal Hospital,DG1 4TG,"Glencaple Road, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007599,NA,297955,574768,NA,-3.599057354948598,55.05687795120745,S08000017,41,93.47058823529412,52.470588235294116
Y105H,Nithbank Hospital,DG1 2SA,"Nithbank, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007600,NA,297736,575392,NA,-3.6027083205683255,55.06243798921804,S08000017,41,93.47058823529412,52.470588235294116
Y106H,Kirkcudbright Cottage Hospital,DG6 4BE,"Townend, Kirkcudbright",S08000017,S37000006,NA,S12000006,NA,S02001414,NA,S01007527,NA,268392,550781,NA,-4.050573739177154,54.83450791774314,S08000017,41,93.47058823529412,52.470588235294116
Y107H,Thomas Hope Hospital,DG13 0JX,Langholm,S08000017,S37000006,NA,S12000006,NA,S02001438,NA,S01007647,NA,336386,584490,NA,-2.999728601226359,55.15064218417888,S08000017,41,93.47058823529412,52.470588235294116
Y108H,Lochmaben Hospital,DG11 1RQ,"Lochmaben, Lockerbie",S08000017,S37000006,NA,S12000006,NA,S02001435,NA,S01007632,NA,307357,582534,NA,-3.4544549261139808,55.12848491696385,S08000017,41,93.47058823529412,52.470588235294116
Y109H,Moffat Community Hospital,DG10 9JY,"Holmend, Moffat",S08000017,S37000006,NA,S12000006,NA,S02001437,NA,S01007644,NA,309357,605079,NA,-3.4303509676189554,55.33137748245707,S08000017,41,93.47058823529412,52.470588235294116
Y110H,Newton Stewart Hospital,DG8 6LZ,Newton Stewart,S08000017,S37000006,NA,S12000006,NA,S02001412,NA,S01007513,NA,240517,564668,NA,-4.4918429008556835,54.9510810467059,S08000017,41,93.47058823529412,52.470588235294116
Y114H,Thornhill Hospital,DG3 5AA,Thornhill,S08000017,S37000006,NA,S12000006,NA,S02001420,NA,S01007561,NA,287762,594922,NA,-3.766531252098071,55.23569482906726,S08000017,41,93.47058823529412,52.470588235294116
Y120H,Annan Hospital,DG12 6NQ,"Stapleton Road, Annan",S08000017,S37000006,NA,S12000006,NA,S02001442,NA,S01007671,NA,320309,566669,NA,-3.246948193861514,54.98820989639196,S08000017,41,93.47058823529412,52.470588235294116
Y124H,Cromarty,DG9 7JL,"Sun Street, Stranraer",S08000017,S37000006,NA,S12000006,NA,S02001406,NA,S01007487,NA,205786,560758,Yes,-5.030752284492073,54.90367876171734,S08000017,41,93.47058823529412,52.470588235294116
Y126H,Acorn House,DG1 4SR,"Kingholm Road, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007600,NA,297509,574425,Yes,-3.605913097271089,55.0537050496182,S08000017,41,93.47058823529412,52.470588235294116
Y129H,Wellgreen Cottages,DG1 4TD,"Glencaple Road, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007599,NA,297904,573947,Yes,-3.59956130137689,55.04949277441626,S08000017,41,93.47058823529412,52.470588235294116
Y130H,Innistaigh,DG9 7EH,"Dalrymple Street, Stranraer",S08000017,S37000006,NA,S12000006,NA,S02001407,NA,S01007492,NA,206302,560178,NA,-5.022326322321383,54.898674305514525,S08000017,41,93.47058823529412,52.470588235294116
Y132H,Cardoness,DG1 4TG,"Bankend Road, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007599,NA,298102,574397,Yes,-3.5966243902138704,55.05357561351415,S08000017,41,93.47058823529412,52.470588235294116
Y134H,Treastaigh,DG12 6JP,"Stapleton Road, Annan",S08000017,S37000006,NA,S12000006,NA,S02001442,NA,S01007671,NA,320313,566640,NA,-3.2468776192649025,54.9879499999598,S08000017,41,93.47058823529412,52.470588235294116
Y135H,Nithview Day Hospital,DG1 2SD,"Nithbank, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007600,NA,297748,575442,Yes,-3.602538465503893,55.06288958902696,S08000017,41,93.47058823529412,52.470588235294116
Y136H,Laurel Bank (CETU),DG1 2SA,"Nithbank, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007600,NA,297477,573581,NA,-3.606110244613048,55.04611717367987,S08000017,41,93.47058823529412,52.470588235294116
Y138H,Heather Lodge (CETU),DG1 2SA,"Nithbank, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007600,NA,297735,575393,Yes,-3.602724330019489,55.06244676569141,S08000017,41,93.47058823529412,52.470588235294116
Y142H,Lismore,DG12 5HJ,"41A Prestonfield Road, Annan",S08000017,S37000006,NA,S12000006,NA,S02001442,NA,S01007666,NA,319969,567398,Yes,-3.252464326113309,54.99470466205261,S08000017,41,93.47058823529412,52.470588235294116
Y144H,Galloway Community Hospital,DG9 7DQ,"Dalrymple Street, Stranraer",S08000017,S37000006,NA,S12000006,NA,S02001407,NA,S01007492,NA,206341,560236,NA,-5.021758051825584,54.89920990341152,S08000017,41,93.47058823529412,52.470588235294116
Y145H,Midpark Hospital,DG1 4TN,"Bankend Road, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001427,NA,S01007598,NA,298632,574281,NA,-3.588290191121013,55.052642137335994,S08000017,41,93.47058823529412,52.470588235294116
Y146H,Dumfries & Galloway Royal Infirmary,DG2 8RX,"Cargenbridge, Dumfries",S08000017,S37000006,NA,S12000006,NA,S02001426,NA,S01007594,NA,294130,575081,Yes,-3.659026815491533,55.058888341509864,S08000017,41,93.47058823529412,52.470588235294116
Z102H,Gilbert Bain Hospital,ZE1 0TB,"Lerwick, Shetland",S08000026,S37000026,NA,S12000027,NA,S02002324,NA,S01012395,NA,446981,1141029,NA,-1.1556642382162836,60.151058275581285,S08000026,3.5476190476190474,4.764705882352941,1.2170868347338937
